conversation_id,turn_no,utterance,keyterm_answer
41,7,Zero depreciation sounds interesting. Can you explain that?,The keyterm extracted are Zero Depreciation
41,9,"Okay, that makes sense. What about roadside assistance?",The keyterm extracted are Roadside assistance
41,11,What is the premium cost for the policy?,The keyterm extracted are Premium cost
41,13,"Bajaj Allianz is a reputable brand, right?",The keyterm extracted are None
41,15,"Okay, that sounds good. I'm interested. Can you send me more details about the policy?",The keyterm extracted are Policy details
42,1,"Hi, I am interested in purchasing motor insurance for my brand new 2024 Tesla Model 3. What are my options?","The keyterm extracted are Motor insurance, Tesla Model 3, options"
42,3,What does comprehensive coverage include exactly?,"The keyterm extracted are Comprehensive coverage, Accidental damage, Theft, Third-party liability"
42,5,What about the battery? Is that covered under a comprehensive plan?,"The keyterm extracted are Battery, Comprehensive plan"
42,7,What are the add-ons you would recommend?,The keyterm extracted are Add-ons
42,9,"Okay, that sounds good. How much would that cost me annually?","The keyterm extracted are Premiums, Annually"
42,11,That's a bit pricey. Are there any discounts available?,The keyterm extracted are Discounts
42,13,"Okay, thatâ€™s helpful. Can you send me a detailed quote with all the discounts applied?","The keyterm extracted are Detailed quote, Discounts"
42,15,"Great, thank you for your help!",The keyterm extracted are None
43,1,I'm looking for insurance for my 2010 Honda Civic. What's the cheapest option you have?,"The keyterm extracted are Insurance, Honda Civic, Cheapest option, Premiums"
43,3,What does a third-party policy cover?,The keyterm extracted are Third-party policy
43,5,How much more would a comprehensive policy cost?,"The keyterm extracted are Comprehensive policy, Premiums"
43,7,Is there any way to lower the cost?,"The keyterm extracted are Premiums, Discounts"
43,9,What's the deductible?,The keyterm extracted are Deductible (legal and regulatory term)
43,11,"Okay, I see. What if I get into an accident and my car is totaled?","The keyterm extracted are Accident, Totaled, Third-party liability (assuming third-party is implied in the context)"
43,13,"Okay, that makes sense. Let's go with the comprehensive policy with the increased deductible.","The keyterm extracted are Comprehensive policy, Increased deductible"
44,1,"Hi, I'm interested in insuring my 2022 Yamaha MT-07. What are my options?","The keyterm extracted are Motor insurance, 2022 Yamaha MT-07, options"
44,3,Mostly for weekend rides and occasional commutes when the weather is nice. I am a student.,The keyterm extracted are None
44,5,What's the difference between comprehensive and third-party?,"The keyterm extracted are Comprehensive, Third-party"
44,7,I see. What if my bike gets stolen?,The keyterm extracted are Theft
44,9,"Okay, good to know. What is Insured Declared Value (IDV)?",The keyterm extracted are IDV (Insured Declared Value)
44,11,How much would the comprehensive policy cost me?,"The keyterm extracted are Comprehensive policy, Premiums"
44,13,"Okay, that sounds reasonable. What about roadside assistance?",The keyterm extracted are Roadside assistance
45,1,"Hi, I'm looking to get insurance for my bike. It's a 2022 Royal Enfield Interceptor 650.","The keyterm extracted are motor insurance, bike, Royal Enfield Interceptor 650"
45,3,"Yes, definitely. I don't want to be stuck dealing with paperwork for weeks if something happens.",The keyterm extracted are None
45,5,"Okay, that sounds good. What kind of coverage options do you have?",The keyterm extracted are Coverage options
45,7,What's the difference in price between the two?,The keyterm extracted are Premiums
45,9,"Hmm, $950 is a bit more than I was expecting. Are there any discounts available?","The keyterm extracted are Premiums, Discounts"
45,11,"Okay, that helps. So what's the final price with the discount?","The keyterm extracted are Premiums, Discounts"
45,13,"Alright, that sounds like a fair deal. I'm interested. Can you send me the policy details?","The keyterm extracted are Policy details, Comprehensive plan, Third-party liability, Accidental damage, Theft, Zero Depreciation"
46,1,"Hi, I'm looking to get insurance for my bike. It's a 2022 Royal Enfield Classic 350.","The keyterm extracted are motor insurance, bike, Royal Enfield Classic 350"
46,3,Mostly for weekend rides. I don't use it for commuting to work.,The keyterm extracted are None
46,5,What's included in a comprehensive plan?,The keyterm extracted are Comprehensive plan
46,7,"Okay, that sounds good. What about roadside assistance? Is that an option?",The keyterm extracted are Roadside assistance
46,9,And how much would all of that cost for my bike?,"The keyterm extracted are Premiums, Bike"
46,11,Which company are you with?,The keyterm extracted are None
46,13,"Okay, that sounds pretty good. Can you send me a quote?","The keyterm extracted are Quote, Premiums"
47,1,"Hi, I need insurance for my new Tata Nexon EV 2024. What are my options?","The keyterm extracted are Tata Nexon EV 2024, motor insurance, options"
47,3,"Yes, exactly. I want something comprehensive, as I drive daily and have my kids in the car sometimes.","The keyterm extracted are Comprehensive, Daily driving, Kids in car"
47,5,What does the Personal Accident Cover include?,The keyterm extracted are Personal Accident Cover
47,7,That sounds essential. Which company offers this?,The keyterm extracted are None
47,9,Are there any other benefits?,The keyterm extracted are None
47,11,That's a bit more than I expected. Are there any discounts available?,The keyterm extracted are Discounts
47,13,"Okay, I'm interested. Can you send me a detailed quote with the discount applied?","The keyterm extracted are Detailed quote, Discount"
48,1,"Hi, I'm looking for motor insurance for my 2010 Maruti Suzuki Swift. What options do you have?","The keyterm extracted are Motor insurance, 2010 Maruti Suzuki Swift, coverage options"
48,3,"Well, I'm retired now, so I'm on a budget. But I still want to be protected.","The keyterm extracted are Budget, Protected"
48,5,How much more are we talking about?,The keyterm extracted are Premiums
48,7,I see. Which company do you recommend?,The keyterm extracted are None
48,9,"Okay, that's good to know. How much would the comprehensive policy cost in total?","The keyterm extracted are Comprehensive policy cost, Total"
48,11,Are there any other discounts available?,The keyterm extracted are Discounts
49,1,"Hi, I'm looking for motor insurance for my bike, a 2022 Royal Enfield Interceptor 650.","The keyterm extracted are Motor insurance, bike, Royal Enfield Interceptor 650"
49,3,"I'm not too concerned about the absolute lowest price, but I want good value. I don't ride it daily, more for weekend trips. So, comprehensive cover is important.","The keyterm extracted are Comprehensive cover, Good value"
49,5,"Okay, what does the comprehensive cover actually include?","The keyterm extracted are Comprehensive cover, Coverage options"
49,7,What about roadside assistance? Is that an extra?,"The keyterm extracted are Roadside assistance, Extra"
49,9,How much would the comprehensive policy with roadside assistance cost?,"The keyterm extracted are Comprehensive policy, Roadside assistance, Cost"
49,11,That sounds reasonable. Which company are you with?,The keyterm extracted are None
49,13,"Okay, ICICI Lombard. Can you send me a quote with all the details?","The keyterm extracted are ICICI Lombard, quote, details, premiums, coverage options (implied), add-ons (implied), claims (implied)"
50,1,"Hi, I'm looking to get insurance for my bike. It's a 2022 Royal Enfield Interceptor 650.","The keyterm extracted are motor insurance, bike, Royal Enfield Interceptor 650"
50,3,I want something that is reasonable. I don't drive it every day but I want to be protected if anything happens.,"The keyterm extracted are Reasonable premium, Third-party liability, Add-ons (e.g., Zero Depreciation), Claims (e.g., claim process)"
50,5,What kind of coverage options are available?,The keyterm extracted are Coverage options
50,7,Is there anything special I should know about Bajaj Allianz?,"The keyterm extracted are None (In this input, there are no motor insurance-related terms)"
50,9,"Okay, that sounds good. What would the comprehensive coverage cost me for the year?","The keyterm extracted are Comprehensive coverage, Premiums"
50,11,That sounds reasonable. Tell me more about the digital purchase discount.,"The keyterm extracted are Digital purchase discount, None (no other relevant terms present in the user input)"
50,13,"Ok, that's good to know. I think I'm ready to go ahead and purchase the comprehensive coverage online.","The keyterm extracted are Comprehensive coverage, online purchase"
51,1,I need to insure my car. It's a brand new 2024 Tesla Model 3.,"The keyterm extracted are motor insurance, Tesla Model 3, brand new"
51,3,"Yes, definitely. I want the best possible coverage, especially for the battery and other EV-specific parts.","The keyterm extracted are Best possible coverage, Battery, EV-specific parts"
51,5,What kind of specific EV coverage do you offer?,The keyterm extracted are EV coverage options
51,7,Is HDFC Ergo a reliable insurance provider?,The keyterm extracted are None
51,9,"Okay, and what would a policy like that cost me annually?","The keyterm extracted are Annual premium, Cost"
